,_id,_id_x,id,page_source,link,title,content,address_street,address_ward,surrounding,surrounding_name,surrounding_characteristics,interior_room,project,address_city,address_district,transaction_type,realestate_type,price_sell,price_rent,legal,floor,position_street,potential,area_origin,address_number,lat,long,coordinate,price_m2,orientation,area_cal,post_id,post_date,crawled_date,created_at,price_score,price_score_filter,geom,status_price_score,price_score_timestamp,comment_id,comment_filter_id,is_suspicious,created_by,contact_phone,hash_post_key,number_duplicated_post,orientation_id,done,label_cluster,_id_y,gglat,gglong,district_name
8246,60464d275cf0a538f8c8a9bc,6043310d886de2363826115b,131863,6,https://landber.com/tin-dang/Ads_01_23104451,"Bán nhà đường 3, Nguyễn Duy Trinh, phường Long Trường, quận 9","Bán nhà đường Nguyễn Duy Trinh, phường Long Trường, Quận 9.


A, Bán nhà hẻm xe hơi 1133 Nguyễn Duy Trinh, KP Ông Nhiêu, P. Long Trường, Quận 9,
1, DT 107,1m2 (5x20,5m), nở hậu, 1 trệt + 1 lầu, 5 phòng ngủ, 2 bếp, 3WC,

Giá: 5,1 tỷ (sổ hồng đầy đủ, còn Tl).
Hg: Tây Nam.

B, Bán nhà đường 3 Nguyễn Duy Trinh, phường Long Trường, Q9.
- Diện tích: 4.4x12m = 53m2, diện tích sử dụng: 102m2.
- Bao gồm: 1 trệt, 1 lầu, 2PN, 3WC, 1 phòng khách, 1 bếp rộng rãi, giếng trời thoáng mát.
- Nhà hẻm xe hơi, ô tô ra vào thoải mái, xe hơi vào tận nhà.
- Khu dân trí cao, an ninh.
Giao thông thuận lợi, dễ dàng di chuyển đi Q1, Q2,... Sát bên công viên, cách đường Nguyễn Duy Trinh 100m, gần trường học, bệnh viện, siêu thị, KCN cao, phù hợp gia đình sinh sống lâu dài, cho thuê,...
- Hướng: Tây.
Sổ hồng chính chủ, sang tên nhanh chóng.
Giá bán: 2 tỷ 850 triệu (thương lượng với khách có thiện chí mua).
Liên hệ: 0816 279 733 (Phú).",3 Nguyễn Duy Trinh,long trường,"công viên, trường học, bệnh viện, siêu thị, KCN","Q 1, Q 2, Nguyễn Duy Trinh","dân trí cao, an ninh, Giao thông thuận lợi",2 phòng ngủ,,1.0,21.0,1.0,2.0,5100000000,0,3.0,2.0,3.0,"{2,1}","{5,20.5}",1133.0,10.8040430695768,106.81520734193701,"(106.815207341937,10.8040430695768)",50843083.0334772,tây - nam,53.0,Ads_01_23104451,1573578000,1573996178.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000E9446A5B2CB45A40CCD08088AB9B2540,1.0,2020-04-13 00:39:02.035123,1,8.0,False,2.0,816279733.0,d9a008373a852576b1458c758eebd19f,1.0,,2.0,0.0,60464a145cf0a538f8c87f20,10.800688,106.8106084,Quận 9
8247,60464d275cf0a538f8c8a9bd,6043310d886de23638261161,517352,6,https://landber.com/tin-dang/Ads_01_24684731,"Chuyên cho thuê nhà phố, biệt thự tại dự án lớn Quận 9 từ 5 - 50tr/tháng, xem nhà 24/7","*** Cần cho thuê các căn nhà phố và biêt thự nguyên căn tại quận 9 như sau:



- Nhà Thô thích hợp làm nhà kho, hoặc cho thuê dài hạn làm văn phòng công ty nhà ở (5tr/tháng - 10tr/tháng).

- Nhà phố hoàn thiện cơ bản 12 - 13tr/tháng, 5x15m, 3PN/3WC.

- Nhà phố full nội thất 5x15m, 5x16m, vào ở được ngay 3PN/3WC 14 - 16tr/tháng.

- Nhà phố hoàn thiện cơ bản 5x18m - 5x20m, 15 - 18tr/tháng, 4PN/5WC.

- Nhà phố full nội thất 5x15m, 5x16m, vào ở được ngay 3PN/3WC 14 - 16tr/tháng.

- Nhà phố full nội thất 5x17m - 5x20m - 6x18m, từ 18 - 22tr/tháng.

- Biệt thự full nội thất 8x18m, 8x17m, từ 22 - 25tr/tháng.

- Biệt thự 10x17.5m - 10x23m, full nội thất cho thuê từ 30 - 40tr/tháng.

Danh sách 1 số căn đang cho thuê: Https://saigonhome.vn/cho-thue

Hotline: 0909 797 244 (Khánh Khang Điền).

Rất mong đón tiếp khách hàng thiện chí xem nhà và cảm nhận.",,phú hữu,,,,"3 PN, 3 WC, 3 WC, 4 PN, 5 WC, 3 WC",Park Riverside Tân Cảng,1.0,21.0,6.0,2.0,12000000,0,2.0,1.0,6.0,"{2,1}","{5,15}",,10.8074067392786,106.799770550574,"(106.799770550574,10.8074067392786)",155539501.012537,,75.0,Ads_01_24684731,1586019600,1583462437.0,2020-03-06 09:41:02.68015,2.0,3.6,0101000020E61000003AC1D1702FB35A40FE8A876A649D2540,1.0,2020-04-13 01:04:02.780885,2,7.0,True,2.0,909797244.0,11d46209c679c0df39ffbeefb0c88f08,2.0,,0.0,0.0,60464a145cf0a538f8c87f21,10.7672178,106.6707888,Quận 9
8248,60464d275cf0a538f8c8a9be,6043310d886de23638261167,691251,3,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-duy-trinh-phuong-phu-huu-2-prj-valencia-riverside-quan-9/can-ban-nh-pho-1-tret-2-lau-9-gia-tot-chi-4-820-ty-dt-5x17-5m-pr23585096,"Cần bán nhanh nhà phố 1 trệt 2 lầu, Valencia Riverside Quận 9, giá tốt chỉ 4,7 tỷ, DT 5x17,4m","* Chủ kẹt tiền bán giá tốt, thấp hơn chủ đầu tư giá chỉ 4,7tỷ(còn thương lượng).<br/>Nhà biệt thự liền kề Valencia Riverside trong KDC Tân Cảng đông dân cư.<br/><br/>- Diện tích đất: 5x17,4m =87m2.<br/>- Giá: 4,7 tỷ/căn (giá bao gồm VAT, phí bảo trì, gói nội thất 165 triệu).<br/>- Diện tích sử dụng: 183m2 (kết cấu 1 trệt + 2 lầu), 4 phòng ngủ, 4WC...<br/>- Nhà giao thô, hoàn thiện mặt ngoài.<br/>- Khu dân cư dân trí cao, tiện ích đầy đủ, hồ bơi, gym, BBQ, bảo vệ 24/24...<br/>- Nằm đối diện hồ cảnh quan, sông mát mẻ.<br/>* Liên hệ xem nhà: 0938642148 (Zalo, Viber).",,valencia riverside,"hồ bơi, gym, BBQ, hồ cảnh quan, sông",,"đông dân cư, dân trí cao",4,Valencia Riverside,1.0,21.0,1.0,2.0,0,0,2.0,3.0,6.0,{2},"{5,17.4}",,10.7912673290855,106.797042426492,"(106.797042426492,106.797042426492)",0.0,đông,87.0,bdscomvn_23585096,1588864888,1588842343.0,2020-05-07 16:06:02.66711,0.0,0.0,0101000020E6100000B9D33CBE02B35A4098A1C9FD20952540,0.0,,0,0.0,False,2.0,938642148.0,10e290596c3291e626091c4ac96f5c78,1.0,,0.0,0.0,60464a145cf0a538f8c87f22,10.7652375,106.677029,Quận 9
8249,60464d275cf0a538f8c8a9bf,6043310d886de2363826116e,693414,3,https://batdongsan.com.vn/cho-thue-nha-rieng-phuong-phuoc-long-b-prj-river-park/cho-nguyen-can-shophouse-q9-tien-lam-van-phong-kd-noi-that-15-tr-thang-pr20470524,"Cho thuê nguyên căn shophouse River Park, Q9, tiện làm văn phòng KD, nhà nội thất 15 tr/tháng","Cho thuê nhà phố nguyên căn khu vực River Park Quận 9, nhà 1 trệt, 2 lầu, shophouse tiện kinh doanh và mở văn phòng công ty, nhà hoàn thiện nội thất đẹp 14 triệu/tháng & nhà thô căn shop house 8 triệu/tháng.<br/>* Full nội thất chỉ cần xách vali vào ở, gồm có:<br/>- 3 phòng ngủ, 1 phòng đa năng.<br/>- 3 toilet.<br/>- Máy nóng lạnh, kệ tủ quần áo, bếp...<br/>- Giá thuê 14tr - 15 triệu/tháng.<br/>- Nhà mới xây, gần sát tiện ích, tiện mở văn phòng...<br/>- Sân trước đậu xe hơi, sân sau rộng rãi có thể làm khu vực relax hoặc trồng hoa.<br/><br/>* Tiện ích xung quanh bao gồm: Hồ bơi, công viên cây xanh và khu chơi trẻ em. Bảo vệ 24/7.<br/><br/>- Gần trường mầm non Quốc tế, 10 phút đến trường AIS, 15 phút đến trường IS, 20 phút đến trường BIS.<br/><br/>* Liên hệ: 0938642148 xem nhà.<br/>* Nhận ký gửi: Bán và cho thuê nhà phố River Park, Park Riverside khu vực Quận 9.",,river park,"Hồ bơi, công viên, khu chơi trẻ em, trường mầm non, trường AIS, trường","trường mầm non Quốc tế, trường IS, trường BIS",,3,River Park,1.0,21.0,5.0,2.0,15000000,14000000,2.0,3.0,6.0,{2},"{0,0}",,10.814767093706601,106.779509083565,"(106.779509083565,106.779509083565)",96774.1935483871,,155.0,bdscomvn_20470524,1556104527,1586073666.0,2020-05-07 21:42:01.553441,0.0,0.0,0101000020E61000002A36117AE3B15A4048A70A2729A12540,0.0,,0,0.0,False,2.0,938642148.0,d9cf778110ec1bf0f329438e2fa94263,1.0,,0.0,0.0,60464a145cf0a538f8c87f23,10.7672178,106.6707888,Quận 9
8250,60464d275cf0a538f8c8a9c0,6043310d886de2363826117b,484594,6,https://landber.com/tin-dang/Ads_03_5847569,"Nhà cần bán 60m2, 2.8 tỷ, hẻm 39 đường Hồ Bá Phấn, P. Phước Long A, Quận 9, SHR.","Nhà 1 trệt 1 lầu hẻm 39 đường Hồ Ba Phấn, phường Phước Long A, quận 9.

Diện tích: 60 (4 x 15)m2.

Giá 2 tỷ 8.
Pháp lý; sổ hồng riêng, đặt cọc sang tên công chứng trong ngày.
Kiến trúc: Xây 1 trệt + 1 lầu: 2 PN + 1 PK rộng, bếp + 2 toilet. + 2 điều hòa + tủ lạnh + máy giặc, Ti Vi.
Tiện ích:
+ Dân cư đông đúc, hàng xóm thân thiện.
+ Gần chợ, bệnh viện, trường tiểu học Bùi Văn Mới, chùa, giáo xứ, UBND, an ninh tốt.
+ Không khí trong lành mát mẻ, ở rất thoải mái, có cống thoát nước.
+ Gần trường học, TT thương mại. Nằm trong khu dân cư hiên hữu. Tiện vừa ở vừa kinh doanh nhỏ.
Liên hệ chủ nhà để xem nhà C. Tâm.",Hồ Bá Phấn,phước long a,"chợ, bệnh viện, trường tiểu học, chùa, giáo xứ, UBND, trường học, TT thương mại",trường cấp 1 Bùi Văn Mới,"Dân cư đông đúc, thân thiện, an ninh",2 phòng ngủ,,1.0,21.0,1.0,2.0,2800000000,0,3.0,2.0,3.0,{2},"{4,15,60}",39.0,10.8228202024382,106.764570601292,"(106.764570601292,10.8228202024382)",41380126.3067776,,60.0,Ads_03_5847569,1584378000,1582946562.0,2020-02-29 10:23:01.51558,2.0,3.6,0101000020E6100000F10188B9EEB05A4083EB87B048A52540,1.0,2020-04-13 03:52:01.706141,1,8.0,False,3.0,,e2e36d5bbea38f4e721e68b0bec1b293,2.0,,0.0,0.0,60464a145cf0a538f8c87f24,10.8228937,106.7643081,Quận 9
8251,60464d275cf0a538f8c8a9c1,6043310d886de2363826117e,129054,6,https://landber.com/tin-dang/Ads_01_23434768,"Bán nhà 1 trệt 1 lầu đường 6, Tăng Nhơn Phú B, Quận 9 - 3.7 tỷ","Bán nhà 1 trệt 1 lầu đường 6, Tăng Nhơn Phú B, Quận 9 - 3.7 tỷ

+ Vị trí: hẻm 25 đường 6, Phường Tăng Nhơn Phú B, Quận 9 

+ Khu vực dân trí cao, xung quanh đầy đủ tiện tích như: chợ, trường học các cấp, ngân hàng, siêu thị, bệnh viện,... 
+ Diện tích: 4.97 x 13 = 65m2 ( 54 m2 công nhận )
+ Hiện trạng: nhà 1 trệt 1 lầu , 3 phòng ngủ, 2WC
+ Pháp Lý: sổ hồng riêng
+ Giá: 3.7 tỷ thương lượng
Liên hệ ngay SĐT: 0362 097 966 gặp Loan",6,tăng nhơn phú b,"chợ, trường học, ngân hàng, siêu thị, bệnh viện",,dân trí cao,3 phòng ngủ,,1.0,21.0,1.0,2.0,3700000000,0,3.0,2.0,3.0,{2},"{4.97,13}",25.0,10.836916840696599,106.779772581365,"(106.779772581365,10.8369168406966)",48677637.2568139,,65.0,Ads_01_23434768,1573578000,1573997974.0,2020-02-12 08:49:25.145194,7.1,3.6,0101000020E61000000BD241CBE7B15A400187385D80AC2540,1.0,2020-04-13 12:42:02.222239,10,7.0,False,2.0,362097966.0,3d23e354241e0413e427935e3c100532,1.0,,2.0,0.0,60464a145cf0a538f8c87f25,10.8786085,106.767521,Quận 9
8252,60464d275cf0a538f8c8a9c2,6043310d886de23638261183,344967,6,https://landber.com/tin-dang/Ads_01_24097469,"Bán nhà mới xây thiết kế cổ điển 1 trệt 2 lầu, 4 phòng ngủ, 3WC, hướng Tây Bắc, LH 0909573093","- Vị trí:
+ Nằm sau chợ Long Trường.

+ Gần ngay ủy ban nhân dân phường Long trường, ngân hàng, trường học,..
+ Xe buýt qua lại về trung tâm thành phố, 88, 141.

+ Là khu vực tập trung đông dân cư, trình độ dân trí cao.
+ Hoàn chỉnh hệ thống điện nước nối về tận nhà.
+ Đường trải nhựa rộng rãi, ô tô quay đầu.
- Kết cấu:
Nhà 1 trệt 2 lầu.
4 phòng ngủ, 3 nhà vệ sinh, 2 ban công.
Tầng trệt: 1 Phòng khách, 1 phòng bếp, 1 nhà vệ sinh.
Tầng 1: 3 phòng ngủ, 1 nhà vệ sinh, 1 ban công.
Tầng 2: 1 phòng ngủ, 1 nhà vệ sinh, 1 phòng thờ, 1 ban công.
- Diện tích: 50.8m2.
- Diện tích sàn: 101.6m2.
- Hướng Tây Bắc.
- Giá: 3.25 tỷ (bớt lộc cho khách thiện chí).
- Pháp lý: Sổ hồng riêng, công chứng ngay trong ngày.
- Ngân hàng hỗ trợ vay 80%, thủ tục đơn giản nhanh gọn.
LH: 0909573093 Thành Đông (vui vẻ, nhiệt tình).
Công ty BĐS Tân Phú Land Chi nhánh quận 9.
Địa chỉ: 1516 Nguyễn Duy Trinh, Phường Long Trường, Quận 9, TP Hồ Chí Minh.
Trụ sở chính: 142 Trương Vĩnh Kí, Phường Tân Thành, Quận Tân Phú, TP Hồ Chí Minh.",,long trường,"chợ, ủy ban nhân dân phường, ngân hàng, trường học","chợ Long Trường, ủy ban nhân dân phường Long trường","đông dân cư, dân trí cao",4 phòng ngủ,,1.0,21.0,1.0,2.0,3250000000,0,3.0,3.0,6.0,{2},"{0,0}",,10.799848452525001,106.815136707681,"(106.815136707681,10.799848452525)",46998912.0620618,tây - bắc,50.8,Ads_01_24097469,1584032400,1578740648.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000B45027332BB45A40BEB382BC85992540,1.0,2020-04-13 07:51:01.735582,1,8.0,False,2.0,909573093.0,496f99eadad4855b603e70724176b695,2.0,,0.0,0.0,60464a145cf0a538f8c87f26,10.7652375,106.677029,Quận 9
8253,60464d275cf0a538f8c8a9c3,6043310d886de23638261184,344988,6,https://landber.com/tin-dang/Ads_01_23975141,"Nhà chính chủ Q9 - 3.65 tỷ (TL), đường nhựa thông, bao sang tên, hỗ trợ ngân hàng 70%","- Khu dân cư đông đúc, an ninh, lịch sự.
- Bán kính 1km có tất cả những tiện ích như chợ, trạm y tế, UBND.

- Cạnh đường Vành Đai 3 sắp khởi công.
- 3p tới khu công nghệ cao Q9, 3km tới Q2.

- Liền kề những ông lớn BĐS như Kim Oanh, Đông Tăng Long, Novaland, Vingroup đang biến nơi đây thành nơi đáng sống nhất.
- DT sàn: 124m2, xây dựng tự do.
- Pháp lý: Sổ hồng riêng chính chủ.
- Hiện trạng: 1 trệt 2 lầu mới, 4 phòng ngủ, 3 toilet, nhà ép cọc chắc chắn, cứng cáp, nhà mới chỉ xách vali vào ở.
- Giá: 3.65 tỷ (TL mạnh), bao sang tên cho khách nào có thiện chí mua nhanh, cần tiền vào dịp cuối năm nên cần bán gấp.
- - Ngân hàng hỗ trợ đến 70%.
- Cam kết: Thông tin chính xác, đúng giá, am hiểu thị trường.
- LH: 0909573093 Thành Đông (call, zalo), vui vẻ nhiệt tình, chu đáo, tận tâm, có xe 5 chỗ đưa rước khi đi công chứng miễn phí.
- Chuyên môi giới BĐS Sạch tại Q. 9.
- Truy cập: Https://sohongchinhchu.vn/du-an/",,,"chợ, trạm y tế, UBND, khu công nghệ cao","Vành Đai 3, khu công nghệ cao Q 9, Q 2, Kim Oanh, Đông Tăng Long, Novaland, Vingroup","đông đúc, an ninh, lịch sự",4 phòng ngủ,,1.0,21.0,1.0,2.0,3650000000,0,3.0,3.0,6.0,{2},"{0,0}",,10.842841012387302,106.828765787386,"(106.828765787386,10.8428410123873)",46566220.38970271,,124.0,Ads_01_23975141,1578675600,1578740717.0,2020-02-12 08:49:25.145194,8.0,3.6,0101000020E61000009037A87F0AB55A40AEDC6FDB88AF2540,1.0,2020-04-13 02:23:02.986013,10,7.0,True,2.0,909573093.0,7ddb3efedd3cf426d9d41410d5c70e8f,1.0,,0.0,0.0,60464a145cf0a538f8c87f27,10.7672178,106.6707888,Quận 9
8254,60464d275cf0a538f8c8a9c4,6043310d886de2363826118a,554934,6,https://landber.com/tin-dang/Ads_01_24696030,"Bán nhà 2 lầu, 4PN, 3WC đường 8, Tăng Nhơn Phú B, Quận 9, 48m2 giá chỉ 3,85 tỷ, nhà đẹp giá tốt HXH","Đại giá bán gấp nhanh nhà đường 8, P. Tăng Nhơn Phú B, Quận 9.

- Diện tích 48m2. (4x12m) vuông vức.

- Diện tích sàn 120m2.
- Hẻm xe hơi, đường trước nhà 5m cách đường nhựa 8m chỉ 10m, nằm đối diện sân banh Tiến Phát...
- Thiết kế 1 trệt, 2 lầu, 1 sân trước, có 4 phòng ngủ, 3 toilet, 1 bếp, 1 phòng khách.
- Nhà hướng Tây Nam, Xây dựng kiên cố, nhà còn rất mới, khách mua dọn vào ở ngay.
- Giấy tờ đầy đủ, hoàn công đã xong, sang tên công chứng nhanh gọn lẹ, có hỗ trợ vay ngân hàng cho khách thiện chí.
- Giá: 3,850 tỷ TL (giá bán nhanh trong tuần).
Liên hệ: 0966701499 xem nhà.
Thanks.",8,tăng nhơn phú b,sân banh,sân banh Tiến Phát,,4 phòng ngủ,,1.0,21.0,1.0,2.0,3850000000,0,2.0,3.0,3.0,{2},"{4,12}",,10.8350142076356,106.77334751809799,"(106.773347518098,10.8350142076356)",46391999.5700839,tây - nam,48.0,Ads_01_24696030,1584118800,1584148755.0,2020-03-14 08:20:02.521781,2.0,3.6,,1.0,2020-04-13 11:40:02.660172,1,8.0,False,2.0,966701499.0,221cc53a742bf0d976771691d213de8a,1.0,,0.0,0.0,60464a145cf0a538f8c87f28,10.7745965,106.6679542,Quận 9
8255,60464d275cf0a538f8c8a9c5,6043310d886de2363826118e,706263,3,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phuoc-long-b-prj-river-park/ban-can-shophouse-q9-so-hong-roi-dt-75m2-truc-chinh-gia-6-2-ty-pr24974419," Bán căn Shophouse River Park Q9, sổ hồng rồi, DT: 75m2, trục đường chính, giá 6,2 tỷ.","Shophouse dự án River Park Quận 9.<br/>+ Vị trí: Nằm ngay vòng xoay Liên Phường, liền kề cao tốc Long Thành - Hồ Chí Minh, Cách Quận 7 và quận 1 20 phút, cách quận 2 5 phút. Giao thông thuận lợi, cơ sở hạ tầng phát triển, các trục đường lớn đang được nâng cấp và mở rộng như đường Đỗ Xuân Hợp, Liên Phường, Nguyễn Duy Trinh...<br/>+ DT: 5mx15m, giá 6,2 tỷ.<br/>+ Pháp lý: Sổ hồng rồi.<br/>+ Tiện ích:<br/>- Nằm trong khu Compound An ninh 24/7.<br/>- Khu dân cư dân trí cao, văn minh, yên tĩnh.<br/>- Tiện ích đầy đủ: Hồ bơi, công viên, Mini Mart, khu BBQ, sân tennis, sân thể thao...<br/>- Khuôn viên nhiều cây xanh, thoáng mát, không khí trong lành.<br/>- Thích hợp cho việc kinh doanh hoặc ở.<br/>+ Liên hệ ngay để biết thêm thông tin chi tiết và tham quan: SĐT/Viber/Zalo 0901223848 Đinh Đạt.",,,"vòng xoay, cao tốc, Hồ bơi, công viên, khu BBQ, sân tennis, sân thể thao","vòng xoay Liên Phường, cao tốc Long Thành, Hồ Chí Minh, Quận 7, quận 1, quận 2, Đỗ Xuân Hợp, Liên Phường, Nguyễn Duy Trinh, Mini Mart","An ninh, dân trí cao, văn minh, yên tĩnh, thoáng mát, trong lành",3,River Park,1.0,21.0,1.0,2.0,6200000000,0,3.0,1.0,6.0,{2},"{5,15}",,10.8147888074408,106.779586386758,"(106.779586386758,106.779586386758)",82666666.6666667,,75.0,bdscomvn_24974419,1586004726,1585980139.0,2020-05-08 19:55:01.556123,0.0,0.0,0101000020E610000013E24CBEE4B15A40D035A2FF2BA12540,0.0,,0,0.0,False,2.0,901223848.0,649c990d8253dc5e6f089814e175f241,2.0,,0.0,0.0,60464a145cf0a538f8c87f29,10.7672178,106.6707888,Quận 9
