,id,page_source,link,title,content,address_street,address_ward,surrounding,surrounding_name,surrounding_characteristics,interior_room,project,address_city,address_district,transaction_type,realestate_type,price_sell,price_rent,legal,floor,position_street,potential,area_origin,address_number,lat,long,coordinate,price_m2,orientation,area_cal,post_id,post_date,crawled_date,created_at,price_score,price_score_filter,geom,status_price_score,price_score_timestamp,comment_id,comment_filter_id,is_suspicious,created_by,contact_phone,hash_post_key,number_duplicated_post,orientation_id,done,district_name
0,448264,6,https://landber.com/tin-dang/Ads_01_23410614,"Bán khách sạn sang trọng Phạm Văn Chiêu, P14, Gò Vấp, 7m x 18m, hầm 6 lầu, HĐ 200tr, giá 14.5 tỷ","Bán nhà nhỏ xinh đường Lê Đức Thọ, phường 15, Gò Vấp.



- Hẻm trước nhà rộng rãi 4m. Cách mặt tiền Lê Đức Thọ chỉ 200m.
- Giá bán: 3 tỷ 150 triệu. 
- Hướng nhà Tây Nam.
- Diện tích: 3x8m. Công nhận 23,3m2. Tổng sàn 48m2.

- Nhà được thiết kế 1 trệt , 1 lầu đúc giả.
- Thiết kế gồm 2 phòng ngủ 2toilet
- Sang trọng nhà mới không tỳ vết. Chỉ việc sách Vali vào ở.

- Nhà ngay chợ An Nhơn. Kết nối đường Nguyễn Văn Lượng, Thống Nhất, ĐS1, Nguyễn Oanh... Ngay Cityland bao quanh mọi tiện ích...

Liên hệ chính chủ xem nhà: 0938449092 - 0902422256 (Hằng Ni)",Quang Trung,14,,UBND P  9,,,,1,6,5,2,2200000000,0,2,3.0,3,{2},"{5,30}",,10.8289584372961,106.67257083398,"(106.67666172144,10.8423744651929)",50796522.2604193,,105.0,Ads_01_23370850,1582563600,1583093547,2020-02-12 10:06:02.62437,7.7,3.8,0101000020E610000036AFEE9646AB5A404F771C3B96AD2540,1,2020-04-13 05:08:02.618921,2,7,False,1.0,796516516.0,6383e5724a730c528c67064efc065cde,2,,0,Quận Gò Vấp
1,705368,1,https://landber.com/tin-dang/Ads_01_23140475,"Chính chủ bán căn nhà tâm huyết Bùi Quang Là, Gò Vấp 60m2 nở hậu 3 lầu sân thượng, giá 4 tỷ 5 TL","Nhà thiết kế đẹp, hẻm xe hơi 6m, DT: 5x23m.
Nhà có 4 phòng ngủ đẹp đầy đủ tiện nghi có sân để xe rộng rãi.

ĐC: 310/7x Phạm Văn Chiêu, P9, Gò Vấp, nhà có cấu trúc gồm: 1 trệt, 3 lầu, sân thượng.
Thuận tiện lưu thông qua các tuyến đường: Phạm Văn Chiêu, Lê Văn Thọ, Cây Trâm, Quang Trung, Phan Huy Ích.

Tiện ích xung quanh 1km gồm trường học các cấp, trường cao đẳng, chợ Thạch Đà, siêu thị, nhà thờ, nhà văn hóa, công viên, sân vận động,....
Gọi ngay để xem nhà trực tiếp.
LH: 0972394444.","Số 51,Quận Gò Vấp,Hồ Chí Minh",16,"nhà hàng, BV","bệnh viện 175, công viên Gia Định, Phú Nhuận, Tân Bình",an ninh tốt,4 phòng ngủ,,1,6,5,2,7500000000,0,2,3.0,3,{2},"{4.5,14}",0.0,10.835228163195698,106.67100998845801,"(106.680393086196,10.818660103846)",78739780.6875444,,70.0,Ads_03_5225366,1588942699,1581543352,2020-06-26 06:40:03.959719,0.0,5.8,0101000020E61000006072B759E2AB5A404FB0CC1934A52540,1,2020-04-13 13:37:02.257885,1,7,False,1.0,945768811.0,3656db02dd30d30ecad7c864c86cbc5d,1,,2,Quận Gò Vấp
2,452051,6,https://landber.com/tin-dang/Ads_01_24109551,Chính chủ cần bán CHDV cao cấp  HXH Nguyễn Oanh giá tốt nhất hiện nay,"Cho thuê hoặc bán nhà đường số 59 y hình chính chủ ở khu vực đồng bộ và cao cấp khu dân cư Thạch Đà Dream Home, sát cạnh chung cư Dream Home! Thông ra 3 đường lớn, Lê Đức Thọ, Lê Văn Thọ và đường Phạm Văn Chiêu phường 14 Gò Vấp TP Hồ Chí Minh. 3 đường thông đều là đường xe hơi, phía sau nhà là công viên thích hợp cho việc tập thể thao. Nhà chưa qua mua bán lần nào, đầy đủ giấy tờ kể cả bản vẽ, sơ đồ thiết kế.


Diện tích sàn: 200m2. Có hai nguồn nước thủy cục, giếng.


Kết cấu bên trong nhà:
+ Nhà gồm: 3 lầu, 4 phòng ngủ lớn, 5 vệ sinh, sân thượng.
+ Cửa cuốn thiết kế hiện đại.
+ Giếng trời mát mẻ.
+ Xe hơi đậu trong nhà.

Vị trí:
+ Giao thông thuận tiện qua lại.
+ Đẹp thoáng mát, rất thích hợp cho việc ở lâu dài.
+ Mặt tiền nội bộ xe hơi quay đầu.
+ Khu dân cư kinh doanh đông đúc, khu dân cư an ninh.
+ Gần trường cấp 1, 2, 3.
+ Mầm non, hồ bơi, Vinmart, Co. Opmart, chợ rau, Auchan.
+ Hướng nhà: Tây, Tây tứ trạch.
Giá bán 6 tỷ TL mạnh.
Giá thuê 17 triệu 500.
LH 09666 79 6 59 Nguyễn Thành.",Số 8,10,"Công Viên, Công Viên, chợ, trường học, chợ, bệnh viện",,,5 phòng ngủ,,1,6,1,2,10800000000,0,2,1.0,1,"{1,3,2}","{0,0}",350.0,10.843767421203301,106.671356413897,"(106.682590779453,10.8285979321504)",91861085.8281675,,87.0,Ads_01_23492425,1587210328,1586231559,2020-02-13 04:32:01.467393,3.4,3.4,0101000020E61000002A09A4BA28AA5A4025B07F6F23B42540,1,2020-04-13 08:47:02.988155,10,8,False,2.0,898941680.0,15acb94ec98e183b346a4947c10da70e,1,,0,Quận Gò Vấp
3,331091,6,https://landber.com/tin-dang/Ads_01_22961007,"Cần bán gấp biệt thự phố cao cấp đường Quang Trung, P. 12, Gò Vấp, DT: 6.5x17m, đúc 1 lửng 3 lầu ","Chính chủ bán MT Phan Văn Trị, P10, Gò Vấp. DT: 4x20m, 2 tầng giá: 14 tỷ. LH: 0918426638.


- Địa chỉ: MT Phan Văn Trị, P10, Gò Vấp.
- Diện tích: 4 x 20m, 2 tầng.

- Hợp đồng thuê: 40 triệu/tháng.
- Giá: 14 tỷ TL.
- Vị trí đắc địa ngay trung tâm sầm uất, khu Cityland, khu cao cấp bậc nhất Gò Vấp.
* Tiện ích khu vực đầy đủ, trung tâm thương mại chợ trường học,...

* Thiện chí bán, thương lượng giá tốt cho khách thiện chí.
Sổ hồng chính chủ. Sang tên công chứng trong ngày.
* LH xem nhà: 0918 426638.",Thống Nhất,6,trường đại học Công Nghiệp,Hà Huy Giáp,"giao thông cực kỳ thuận lợi, sầm uất",6 phòng ngủ,,1,6,1,2,13000000000,0,2,3.0,3,{2},"{7.2,25}",14.0,10.822706632239699,106.68564225918301,"(106.641600772785,10.8474988409784)",204166666.66666698,,191.7,propzy_102110,1587142800,1578742162,2020-02-12 08:49:25.145194,8.0,7.9,0101000020E61000009ED4C5B7B1AB5A402CCC363945A82540,1,2020-04-18 13:12:00.801225,0,9,False,2.0,,96c1e253632d2d8e3e68cad557d4c8bd,1,,0,Quận Gò Vấp
4,399038,3,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/nha-ban-mat-tien-phan-van-tri-quan-go-vap-4-2x18m-2-lau-gia-14-ty-id20508962,"Cho thuê nhà HXT đường Nguyễn Oanh gần ngã tư Nguyễn Văn Lượng vs Nguyễn Oanh,P.17,Gò Vấp","Bán nhà HXH đường Phan Văn Trị, P5.
- DT 4,2 x 19m. 2 lầu, giá 7,4 tỷ.

- Kết cấu: 1 trệt, 2 lầu, sân thượng, giếng trời.
Vị trí: Hẻm 7m thông ra Huỳnh Khương An, gần trường học, siêu thị, bệnh viện..... Giao thông thuận tiện.

- Khu dân trí cao, an ninh tốt, yên tĩnh.
- Giá 7,4 tỷ thương lượng.
A/C có nhu cầu LH 0898313137 Trọng Nghĩa.",Nguyễn Văn Nghi,7,"công viên, Trường tiểu học, THCS, PTTH, siêu thị, chợ","Emart, Vincom, Bình Thạnh",sầm uất,,,1,6,6,2,6500000000,35000000,2,3.0,3,{2},"{8.6,13.6}",6.0,10.8481313671839,106.66445969100201,"(106.684086550361,10.8349999880718)",100000000.0,,130.0,Ads_01_23415502,1568621205,1586156626,2020-02-12 08:49:25.145194,7.8,3.6,0101000020E61000004F7561ECF0AA5A4047A7D4298EAB2540,0,2020-04-13 01:45:01.888848,1,7,False,2.0,936135778.0,3c484315e0c555dce4d3f4a2bd57eb38,1,,0,Quận Gò Vấp
5,182427,6,https://landber.com/tin-dang/Ads_01_23283828,"Bán căn góc 2 mặt hẻm Lê Đức Thọ , HD thuê rất tốt 20 triệu/tháng, giá chỉ 6 tỷ 5","Vị trí: Đường số 27, Phường 6, Quận Gò Vấp gần ngã 4 Nguyễn Oanh - Lê Đức Thọ. Xe hơi vào tận nhà.<br/><br/>- Đầy đủ tiện ích xung quanh. Gần siêu thị, chợ An Nhơn, bệnh viện, công viên, gần trường học Hoàng Văn Thụ, sân bay Tân Sơn Nhất. Khu an ninh yên tĩnh.<br/>- Nhà trống sạch sẽ khách chỉ việc xách vali vào ở ngay không cần sửa sang gì.<br/>- Diện tích 4 x 16,8m2, 1 trệt, 1 tầng thượng + 1 lầu. Bao gồm: Phòng khách, bếp, 2WC, 3 phòng ngủ. Sân phơi, ban công thoáng mát xung quanh nhà.<br/>- Điện nước theo giá nhà nước.<br/>- Phù hợp cho hộ gia đình thuê lâu dài, hoặc mở văn phòng công ty.<br/><br/>Giá cho thuê 9tr/ tháng còn thương lượng thêm cho khách thiện chí<br/>Liên hệ: 093.8789774 (Làm việc chính chủ MTG)","688/57,C06 Lê Đức Thọ",10,,"Lotte, Vincom","đông dân cư, rộng rãi, sạch sẽ, không ngập nước",6,Số 41/,1,6,1,2,13500000000,0,3,1.0,6,{2},"{4,13}",,10.8427190279155,106.685400422358,"(106.683350578089,10.8428066151719)",100059848.91370699,,16.0,bdscomvn_25561424,1573491600,1588561432,2020-02-23 03:21:02.080485,2.0,3.6,0101000020E6100000FC0A2AE9B2A95A40A49C2FE99DB12540,1,2020-04-13 10:13:02.162806,5,0,False,2.0,888860777.0,db683a34edf536c60cec4c1ce6e7b6a2,1,,0,Quận Gò Vấp
6,753594,6,https://landber.com/tin-dang/Ads_01_22526291,"Bán nhà 1 sẹc hẻm 6m Nguyễn Thái Sơn P4 GV DT: 4x19m CN: 72m2, 1 trệt 2 lầu. Giá 6.9 tỷ","<br/>- Cần bán gấp nhà mặt tiền đường số 8 p11, Gò Vấp.<br/>- Diện tích 4x17m , nở hậu 4,1m. Hiện trạng nhà cấp 4 đang cho thuê.  - nhà nằm vị trí mặt tiền đường số sầm uất nhất tiện kinh doanh buôn bán mọi ngành nghề.<br/>- Giá bán 7,9 tỉ thương lượng ! <br/>- Liên hệ: 0931.577779 Vũ Nguyễn ( thu phương).",416/15E Dương Quảng Hàm,14,"chợ, nhà thờ, siêu thị, công viên",,,2 phòng ngủ,,1,6,5,2,3350000000,0,3,2.0,3,{2},"{4.5,17}",,10.842782173190301,106.65486209167801,"(106.674018228837,10.8385429201977)",167147263.450167,,64.0,bdscomvn_21575314,1574442000,1587175952,2020-02-12 08:49:25.145194,7.9,3.7,0101000020E610000018CFECEEB4AB5A400790BCC917AF2540,1,,9,8,False,2.0,906214505.0,cb37d36c4384dd14955f80e5eef9b1be,1,,0,Quận Gò Vấp
7,306665,6,https://landber.com/tin-dang/Ads_02_13145801,Bán nhà Quận Gò Vấp - Hẻm xe hơi 4 chỗ - Nhà mới đẹp - Gần Chợ Gò Vấp,"DT: 4x16m, hẻm xe hơi thông. Giá cũ 5ty600 nay cần bán gấp chốt 5ty100. Bán công chứng nhanh trong 10 ngày

Cần thêm thông tin LH: 0906.6868.75 Kim Vy+ 093.768.7766 Thuấn, có chat qua Zalo",Quang Trung,,"chợ, siêu thị",,,,,1,6,1,2,7600000000,0,3,4.5,6,{2},"{6,30}",,10.843330084946999,106.650808839589,"(106.682461342276,10.8287784933349)",166933447.890638,,100.0,Ads_01_22177987,1587158748,1574024160,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E610000035913F31A7A95A409181921A36B32540,1,2020-04-13 01:09:02.225008,2,7,False,2.0,919787831.0,bc44bb74a68c1caaa466f915e9b491eb,1,,2,Quận Gò Vấp
8,66909,6,https://landber.com/tin-dang/Ads_01_24069882,Bán nhà Quận Gò Vấp - Đường nhựa 7m - Đầy đủ tiện ích,"Bán nhà Gò Vấp HXH vào tận nhà vị trí đẹp chỉ cách MT 30m, cách hẻm xe tải 10m ngay đường sầm uất Thống Nhất, P. 16, Gò Vấp.

- DT: 3.6x13m, kết cấu: Trệt 2 lầu balcony (vuông vức không lỗi phong thủy).

- Nhà mới có 4PN, có sân để xe, giếng trời, khu vực sang trọng, kế bên đang xây 1 block nhà liền kề dạng cao cấp, khoảng hơn 1 tháng nữa là đổ hẳn đường nhựa mới khu phố đã ra quyết định.
- Khu vực gần trường học, chợ, siêu thị, khu vui chơi bán kính 200m.
- Pháp lý sổ hồng sạch, không tranh chấp.
- Có thể cho thuê 16tr/th.
- Giá: Chỉ 4.5 tỷ TL.",Thống Nhất,12,,"siêu thị Lotte Mart, Biệt thự cao cấp CityLand Park Hills, Lê Đức Thọ, Nguyễn Văn Lượng, Phú Nhuận, Bình Thạnh",,1 phòng ngủ,,1,6,1,2,9300000000,0,2,4.0,3,{2},"{3,6.5}",,10.8453519434686,106.660898717775,"(106.682340429513,10.8320854861645)",114279756.22914499,,56.0,Ads_01_22377493,1583859600,1586722341,2020-02-12 08:49:25.145194,0.0,3.6,0101000020E6100000E5D4108684AB5A407F76F4B069A72540,1,2020-04-13 04:53:02.324074,10,0,True,2.0,918118179.0,8b1f4fc28a5a2598993094b22c1a5c7a,1,,1,Quận Gò Vấp
9,327675,8,https://landber.com/tin-dang/Ads_01_20817735,"Nhà đẹp HXH Lê Đức Thọ, Phường 6, Gò Vấp 5 x 16m, nhà 3 lầu giá 8.7 tỷ TL. LH: 0973.001.332","THU NHẬP 1 THÁNG TRÊN 50 TR NẾU KHAI THÁC HÊT TẦM 80 TR 1 THÁNG GIÁ CHỈ HƠN 10 TỶ XÍU. 

Chính chủ bán gấp nhà số cũ Nguyễn Thượng Hiền ( số mới Trương Đăng Quế) 126m2 giá tốt 12.5 tỷ.

+ Diện tích 7*18 nhà biệt thự 5 tầng.
+ Biệt thự đẹp không tỳ vết kết cấu 1 trệt, 3 lầu, sân thượng. Tổng có 10 phòng khép kín. Nội thất cửa toàn bộ là gỗ Căm Xe, tường 20 rất kiên cố, toàn bộ thiết bị cao cấp, hiện đại.
+ Tầng trệt gara để xe, sân trồng cây cảnh, phòng khách lớn + phòng bếp, phòng chứa đồ dùng.
+ Tầng 2,3,4 mỗi tầng là một căn hộ cao cấp gồm hành lang thông thoáng rộng thênh thang, 3 phòng ngủ + WC khép kín.
+ Tầng 5 gồm 1 phòng ngủ + sân thượng. Tổng là 10 phòng cao cấp và wc khép kín.
+ Nhà ko lộ giới ko huy hoạch hoàn công đầy đủ, chưa qua mua bán.
+ Anh chị em liên hệ Tuyết để có ngôi nhà ưng nhất đặc biệt giá tốt nhất.",Quang Trung,17,,"Bạch Đằng, Nguyễn Kiệm, Phạm Văn Đồng, sân bay Tân Sơn Nhất, chợ Tân Sơn Nhất, Công viên Gia Định",,60 Phòng,,1,6,1,2,3000000000,0,3,3.0,3,{2},"{5,17}",,10.838211996809699,106.676508556073,"(106.655873181145,10.8370059764276)",185255250.745198,,8000.0,Ads_02_13067134,1523697225,1582121145,2020-03-10 19:06:03.813984,7.6,3.6,0101000020E610000081F39BCA90AA5A40A5BD84ECACAF2540,1,2020-04-13 09:09:02.133393,1,0,False,1.0,933198277.0,b50e24679950cc1c7a0f3a6410ae7689,4,,1,Quận Gò Vấp
