,id,page_source,link,title,content,address_street,address_ward,surrounding,surrounding_name,surrounding_characteristics,interior_room,project,address_city,address_district,transaction_type,realestate_type,price_sell,price_rent,legal,floor,position_street,potential,area_origin,address_number,lat,long,coordinate,price_m2,orientation,area_cal,post_id,post_date,crawled_date,created_at,price_score,price_score_filter,geom,status_price_score,price_score_timestamp,comment_id,comment_filter_id,is_suspicious,created_by,contact_phone,hash_post_key,number_duplicated_post,orientation_id,done,district_name
0,397814,6,https://landber.com/tin-dang/Ads_03_5342194,"Nhà mặt tiền C12, xã Tân Kiên, Bình Chánh, SHR","Bán nhà Bình Chánh - Nhà kiểu Châu Âu 700 triệu, ngay KDC Tân Kim - Quốc Lộ 50 - Sổ hồng chính chủ.Địa chỉ: Đường Quốc lộ 50, ngã 3 Tân Kim.Diện tích: 4m x 14m x 2T.Giá bán: 700 triệu thương lượng nhẹ.Hotline: 0976.263.260 (A Tú) hoặc 0706.644.713.---------------------------------------------------------.+ Thông tin ngôi nhà Bình Chánh:- --------------.+ Nhà thiết kế gồm: 1 phòng khách + 2 phòng ngủ + bếp + 2 wc.+ Đường trước nhà 6m, xe hơi vô tận cổng.+ Nhà hướng Đông Bắc mát mẻ, không khí trong lành.+ Nhà nằm trong khu dân cư cao ráo thoáng mát không ngập úng, Dân cư đông đúc, văn minh, an ninh.+ Giao thông thuận tiện có tuyến xe buýt số 9 (Bx. Chợ Lớn - Hưng Long); Uber, Grab; Taxi.. Nằm trên trục đường chính đi Quốc Lộ 50 cầu Ông Thìn; Tiếp giáp Đại Lộ Nguyễn Văn Linh - QL. 1A; Chợ đầu mối Bình Điền.+ Vị trí trong bán kính 1km: Gần chợ, trường học cấp 1, 2, 3; UBND xã; Bệnh viện.+ Tiện ích khu vực: Hệ thống Siêu thị: Bách Hoá Xanh, Điện Máy Xanh, Thế Giới Di Động, Phòng Gym, Hồ Bơi, Sân Banh, Sân Tennis....+ Điện lưới, nước thủy cục, Mạng và truyền hình Cáp có sẵn.+ Nội thất cao cấp: Thiết bị vệ sinh Linax, ốp gạch tường toàn bộ nhà.+ Cam kết nhà xây mới kiên cố chất lượng, hỗ trợ bảo trì, bảo hành nhà dài hạn.+ Hệ thống cống thoát nước đảm bảo kết nối với khu vực.+ Đèn cao áp chiếu sáng, cây xanh vỉa hè và hạ tầng chiếm 60%.Hotline: 0976.263.260 (A Tú) hoặc 0706.644.713.Vì liên hệ ngay chính chủ nên không qua trung gian cò lái.Ngoài ra chúng tôi còn 1 số mẫu nhà cho khách hàng lựa chọn:- 4m x 6 m nhà gồm: 1 trệt, 1 lầu, 1 phòng khách, 2 phòng ngủ, 2 toilet, sổ hồng riêng từng căn.Giá: 400 triệu/căn.- 3.5m x 9 m nhà gồm: 1 trệt, 1 lầu, 1 phòng khách, 2 phòng ngủ, 2 toilet, sổ hồng riêng từng căn.Giá: 550 triệu/căn.- 4m x 10 m nhà gồm: 1 trệt, 1 lầu, 1 phòng khách, 2 phòng ngủ, 2 toilet, sổ hồng riêng từng căn.Giá: 600 triệu/căn.- 3.5m x 12 m nhà gồm: 1 trệt, 1 lầu, 1 phòng khách, 2 phòng ngủ, 2 toilet, sổ hồng riêng từng căn.Giá: 600 triệu/căn.- 4m x 14 m nhà gồm: 1 trệt, 1 lầu, 1 phòng khách, 2 phòng ngủ, 2 toilet, sổ hồng riêng từng căn.Giá: 700 triệu/căn.- 4m x 10 m nhà gồm: 1 trệt, 2 lầu, 1 phòng khách, 3 phòng ngủ, 2 toilet, sổ hồng riêng từng căn.Giá: 1 tỷ /căn.- 4m x 18 m nhà gồm: 1 trệt, 1 lầu, 1 phòng khách, 4 phòng ngủ, 2 toilet, sổ hồng riêng từng căn.Giá: 1 tỷ 550 triệu/căn.- 4.4m x 26 m nhà gồm: 1 trệt, 1 lầu, 1 phòng khách, 4 phòng ngủ, 2 toilet, sổ hồng riêng từng căn.Giá: 1 tỷ 750 triệu/căn.",Phạm Văn Hai,bình chánh,"cây xăng, ủy ban xã, chợ","Bình Hưng, KDC Bình Hưng",thông thoáng,,,1,1,1,2,1300000000,0,3,1.0,0,{2},"{4,13}",,10.7911774867696,106.62578205440799,"(106.581594120296,10.7178513353552)",57894736.8421053,,40.0,Ads_01_19409437,1591927562,1587247669,2020-02-12 08:49:25.145194,2.0,0.0,0101000020E610000097872A08D2AA5A40BE4A7A5506742540,1,2020-04-13 03:42:03.108355,2,7,False,2.0,909036285.0,e474f8e7d16be74c8fe1a90dfb322f2c,1,,0,Huyện Bình Chánh
1,327580,6,https://landber.com/tin-dang/Ads_01_24064124,"Bán nhà phố 5x20m KDC Trung Sơn, giá 11,7 tỷ. Hotline 0919777238 Mr. Phong","Bán đất Bình Chánh - đường QL50 - Xã Phong Phú.
Giấy phép xây dựng hiện đang là nhà cấp 4.

Khu an ninh, người dân thân thiện.
Xung quanh tiện ích đầy đủ: Cách bến xe quận 8 2km, đi 5 phút đến siêu thị Vinmart, gần nhiều quán ăn, quán cafe,...

Sổ riêng, sang tên ngay (bao sang tên).
Diện tích 85m2, ngang 5m, dài 17m.

Liên hệ 0902.79.62.85 gặp Mai để xem.",Nguyễn Văn Linh,mizuki park,"chợ, chợ, chợ, trường học, bệnh viện","chợ Phú Lạc, Quốc lộ 50","đông đúc, đông đúc, an ninh",3 phòng ngủ,Bình Chánh Villa,1,1,1,2,2700000000,0,2,2.0,3,{2},"{0,0}",,10.730096538176,106.690067160785,"(106.537297026257,10.7780212088136)",104234195.568706,,120.0,Ads_01_23492248,1578416400,1578701240,2020-02-23 03:09:01.958354,2.0,3.6,,1,2020-04-13 05:43:02.619867,0,7,False,1.0,789539109.0,289b38ef43cb9f442b0bc1cca3cf0480,1,,0,Huyện Bình Chánh
2,766071,6,https://landber.com/tin-dang/Ads_02_13086413,"Bán nhà MT Quốc Lộ 50, 1 trệt 2 lầu, DTXD 140m2, SHR, đầy đủ nội thất, chỉ 1.8 tỷ, LH: 0931848148","Diện tích đủ 105m2.

Nhà 1trệt 1 lầu, 2PN.

Đường trước nhà 20m.

Sổ hồng riêng.

Khu dân đông tiện ở hoặc kinh doanh.

Không tiếp môi giới, cảm ơn.

Gặp chị Hạnh.",Nữ Dân Công,vĩnh lộc a,"chợ, chợ, chợ, trường học, BV, bến xe, khu CN",,,2 phòng ngủ,6B Intresco,1,1,1,2,3600000000,55000000,3,1.0,1,{2},"{0,0}",,10.8293981214333,106.608678281273,"(106.607889016121,106.607889016121)",91540404.040404,,0.0,Ads_01_23455303,1582280590,1589882690,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E61000002068D04110A85A40B4B6C9150A552540,1,2020-04-13 00:52:02.474828,1,7,False,3.0,932186474.0,290a69cbe1bdb7703e8ed638b515c53f,1,,0,Huyện Bình Chánh
3,298659,6,https://landber.com/tin-dang/Ads_01_21308577,"Bán nhà phố giá rẻ bình chánh, cầu Ông Thìn, ngã 3 Tân Kim giá từ 600tr SH chính chủ, LH 0901346668","Biệt thự Trung Sơn mặt tiền, view đẹp bờ sông có diện tích 320m2

Tiện lợi để ở và mở văn phòng , công ty.

Sổ hồng chính chủ hợp đồng dài hạn.
giá cho thuê 55tr/th có thương lượng nhẹ.
lh mr.Hiền 0937777279 - 0967777279","Tỉnh Lộ 10,Huyện Bình Chánh,Hồ Chí Minh",,bến xe buýt,cầu vượt Nguyễn Văn Linh,,3 phòng ngủ,,1,1,1,2,49900000000,0,3,4.0,6,{2},"{0,0}",,10.774942552225099,106.57591119980101,"(106.53708906494,10.7781156112922)",12732758.6206897,,268.8,Ads_02_12914734,1581958800,1574000069,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000BA2780320DA85A404A6E923B524C2540,1,2020-04-13 10:43:02.450976,0,7,False,2.0,983677359.0,c5aee660a9b0228d971f6c143c840e72,1,,2,Huyện Bình Chánh
4,389439,6,https://landber.com/tin-dang/Ads_01_23943158,"Hot! Bán gấp nhà 2MT Đường Ấp 1A, Vĩnh Lộc A. 5*18,8m kết cấu 1T, 1L giá: 2,66 tỷ LH 0916767090","Chính chủ cần bán nhà A6/5Y6 DT: 5*25m có vi bằng, nhà cấp 4, Hưng Long, Bình Chánh giá chỉ 700tr<br/>- Tọa lạc ngôi nhà nằm ngay hương lộ 11, cách chợ hưng long 1,4km, đường trước nhà 5m, có chỗ để xe hơi, cách ql 1a chỉ 3 km, cách bến xe quận 8 chỉ 8km, gần trường các cấp 1,2,3,..., mua bán nhanh, gọn lẹ, bao sang tên, hỗ trợ mọi giấy tờ pháp lý cho đến khi sang tên chủ.<br/>- Liên hệ: Xuân Phúc, SĐT 0767868798 để xem nhà và thương lượng trực tiếp chính chủ.",,quy đức,"chợ, chợ, chợ, tuyến xe buýt, chợ, chợ, trường học, Trạm y tế","quốc lộ 50, cầu Ông Thìn",đông đúc,3 phòng ngủ,,1,1,1,2,1500000000,0,3,3.0,3,{2},"{3.5,12}",,10.712717164044198,106.543619773772,"(106.577421551988,10.6600823423704)",61594202.89855071,,250.0,Ads_01_23404076,1578243600,1582251622,2020-02-13 08:37:02.322338,2.0,3.6,0101000020E61000005C17458B0FA55A40C23ABD2ABAA82540,1,2020-04-13 08:42:03.290429,10,7,False,2.0,907424681.0,ead245079d5bd8b571fce5f345bc538c,1,,1,Huyện Bình Chánh
5,108278,6,https://landber.com/tin-dang/Ads_01_25001371,"bán nhà bình chánh giá rẻ, tỷ 1850,1 trệt 2 lầu,tặng luôn nội thất,sổ hồng riêng,ngay chợ hưng long","Bán nhà hẻm betong 5m đường 1A & Võ Văn Vân, diện tích 4mx14m đúc 1 trệt 1 lầu (2PN 2WC, giếng trời thoáng mát). Nhà mới xây, khu dân cư hiện hữu. Điện nước máy đầy đủ, gần chợ, gần siêu thị Bách Hóa Xanh...Giấy tờ hợp lệ, mua bán công chứng vi bằng. Giá 1.45 tỷ còn thương lượng. Liên hệ 0946780025 Anh Long, miễn tiếp trung gian.",Hương lộ 11,hưng long,,"chợ Hưng Long, chợ Hưng Long, chợ Hưng Long, BX Miền Tây, Q 5, Q 6, Q 11",,2 phòng ngủ,,1,1,1,2,12500000000,0,3,2.0,6,{2},"{0,0}",,10.6660925682766,106.568401029051,"(106.584115468728,10.6567208550044)",14500792.9978518,,63.0,Ads_02_12804262,1578330000,1582511024,2020-02-18 02:18:01.77152,2.0,0.0,0101000020E6100000331B2A9E02A65A40E4A23918E15F2540,1,2020-04-06 18:02:00.770545,0,7,False,1.0,942515581.0,88a0a2432b7c4d4e1965cee8632c5953,1,,1,Huyện Bình Chánh
6,607283,1,https://landber.com/tin-dang/Ads_01_24326330,"Bán nhà MT Võ Văn Vân 8x40m = 320m2, sổ hồng riêng thổ cư 230m2","Bán nhà phố Lovera Park căn góc. 2 mặt tiền 12m và 30m. đẹp nhất dự án .  Vỉa hè 6m. Hướng đông nam và tây nam. <br/>- Giá bán : 12.7ty- Đã có sổ hồng<br/>- Diện tích: 137,5 m2 ( 10 x15m) <br/>- Đã hoàn thiện nhà full nội thất, full đồ điện máy<br/>- Kết cấu : 1 trệt 2 lầu, 3 phòng ngủ , 3 wc , 1 phòng sinh hoạt chung.<br/>- Tiện ích nội khu hồ bơi,  gym, tennis, công viên.<br/>- Bảo vệ 24/7.<br/>- Vị trí đẹp, nhìn qua chung cư, thuận tiện kinh doanh cafe, mở văn phòng công ty.<br/>- Cách trường mầm non, cấp Tiểu Học,  THCS, THPT 150m. <br/>- Cách chợ,  siêu thị,  cây xăng 700m.<br/>Liên hệ : 0934.139.668.Bán nhà phố ",,bình chánh,"chợ, trường THCS, chợ, trường học, dịch vụ y tế","Trung tâm thương mại shophouse, quận 7, quận 8, Nguyễn Văn Linh, Bình Tân, quận 5, 6, 11, QL 1 A",,2 phòng ngủ,,1,1,1,2,1150000000,0,3,1.0,6,{2},"{0,0}",,10.790104553161301,106.60820251724701,"(106.646214072537,10.7048904913643)",10357142.8571429,đông,40.0,Ads_02_13185289,1572973200,1589072969,2020-02-12 08:49:25.145194,2.0,0.0,,1,,2,7,False,2.0,967891214.0,7b97a28408da1bf552295d4c3dab0588,1,,0,Huyện Bình Chánh
7,138607,6,https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-duc-thien-xa-binh-chanh-3/ban-moi-shr-sau-cho-chanh-pr25182499,Bán nhà mặt tiền hẽm đường quốc lộ 50 gần cầu ông Thìn Bình Chánh,"- Chân thành cám ơn A/C đã xem tin.Vị trí 1 sẹc đường rộng thông thoánDiện tích: 80m2.Nhanh tay sở hữu căn đẹp nhất rộng rãi, tiện nghi đầy đủ phù hợp cho không sinh hoạt gia đình.+ Tiện ích xung quanh đầy đủ: Trường học, nhà thuốc, phòng khám, chợ, bệnh viện, giao thông công cộng.+ Đường rộng  thông thoáng, sạch sẽ.+ Kết cấu 1 trệt, 1 lầu, nhà đơn giản nhưng vô cùng hiện đại với nếp sống của người Việt: 1 phòng khách, , 1 bếp",Ba Làng,phạm văn hai,KCN,,đông đúc,2 phòng ngủ,,1,1,1,2,630000000,0,3,3.0,1,{2},"{0,0}",,10.666501455326099,106.625474343816,"(106.577328010796,10.6605317656044)",23076923.076923102,đông - nam,100.0,mogi_20660901,1578243600,1574032594,2020-03-17 21:09:03.889151,2.0,3.6,0101000020E6100000AF2E79B253A45A400DC34E1419542540,1,2020-04-13 13:10:02.038482,2,0,False,3.0,,a3d75022d6e72c513b1262f3fa6719e9,1,,0,Huyện Bình Chánh
8,49271,6,https://landber.com/tin-dang/Ads_01_23761009,"Bán gấp nhà trọ 290m2 đường Quách Điêu, Bình Chánh. LH: 0783921621","CHÍNH CHỦ CẦN BÁN NHÀ THIẾT KẾ THEO PHONG CÁCH CHÂU ÂU <br/>ĐÚC 1 TRỆT 1 LẦU, ĐÚC 2 LẦU ĐA DẠNG <br/>DT 4X15, 4X20,... <br/>CHỈ CẦN TT 669TR NHẬN NHÀ Ở NGAY, ĐƯỢC TRẢ GÓP 6 THÁNG 0 LÃI SUẤT <br/>NẾU TT ĐỦ ĐI CÔNG CHỨNG NGAY SẼ ĐC TẶNG FULL BỘ NỘI THẤT TRỊ GIÁ GẦN 100TR <br/>ĐẶC BIÊT TẶNG KÈM 3 CHỈ VÀNG VÀ SỔ TIẾT KIÊMJ TỪ 20 ĐẾN 50TR <br/>CHỈ ÁP DỤNG ĐẾN HẾT NGÀY 15/4 TRỢ GIÁ ƯU ĐÃI TRONG MÙA DỊCH NÀY <br/>KẾT CẤU NHÀ: NHÀ 1 LẦU CÓ 3PN, 2TL, NHÀ 2 LẦU 5PN, 3 TOILET,... <br/>CÓ XE OTO HỖ TRỢ QUÝ KHÁCH ĐI XEM NHÀ ĐƯỢC TẶNG GÓI BẢO HIỂM DỊCH BỆNH <br/>CÓ HOA HỒNG CHO AE GIƠI THIỆU 3% VÀ PHÍ CHO SÀN LIÊN KẾT <br/>ĐẶC BIỆT THÊM NỮA LÀ TÔI CÒN VÀI LÔ ĐẤT DT 5X20 GIÁ RẺ CÓ SỔ NGAY ĐƯỜNG 12M, NGÂN HÀNG CHO VAY 50% GIÁ TỪ 800 ĐẾN 1TỶ <br/>LH CHỦ NHÀ 0901033383 A TÀI<br/>","Đinh Đức Thiện,Huyện Bình Chánh,Hồ Chí Minh",bình hưng,"đại lộ, trường học, chợ, bệnh viện",chợ Bình Chánh,,,,1,1,5,2,8250000000,0,3,2.0,6,{2},"{5,20}",,10.6874630900739,106.56723076100201,"(106.526907991694,10.7552153040712)",28125000.0,tây,427.0,Ads_01_24064124,1576688400,1581818338,2020-02-12 08:49:25.145194,0.0,3.6,0101000020E6100000F07DC7DE19AC5A40636A482AD4752540,1,,2,8,False,3.0,902803578.0,7231ffa93cde9c8a95ce30c926250be3,1,,2,Huyện Bình Chánh
9,629860,6,https://landber.com/tin-dang/Ads_01_24482987,"Bán nhà đất nông nghiệp 9600m2 đường Kênh 7, Ấp Tân Kiên, Bình Chánh có 800m2 thổ, giá 42 tỷ còn TL","Bán nhà mới 1 lầu hẻm xe hơi C3 Phạm Hùng xã Bình Hưng huyện Bình Chánh

+ Diện tích: 4 x 8m

+ Kết cấu: Nhà mới, xây dựng kiên cố 1 lầu, hiện đang kinh doanh thu nhập ổn định.
+ Vị trí: Hẻm xe hơi trước nhà, dân cư tập trung đông đúc, môi trường sống ngày càng phát triển, thuận tiện qua các quận 8, 5, 7,... chỉ mất 10  15 phút. Xung quanh nơi ở gần chợ, trường học, siêu thị, trung tâm thương mại, ngân hàng,... thích hợp sinh sống và kinh doanh đa ngành.
+ Pháp lý: Nhà giấy tay, có nguồn góc rõ ràng.
+ Hướng Đông
+ Giá: 2.5 Tỷ (T/L)
Liên hệ: 0932 819 472 Mr Hiếu
Web : www.muabannhasg.com
Công ty Bất Động Sản Tâm Điền
Địa chỉ: 774 đường Hưng Phú, P.10, Quận 8
Nhận Ký Gửi Nhà Đất Các Quận TP.HCM","Đinh Đức Thiện,Huyện Bình Chánh,Hồ Chí Minh",,"chợ, trường học","Làng Việt Kiều, Bình Hưng, Q 1, Q 3, Q 5, Q 7, Q 8",,3 phòng ngủ,,1,1,5,2,899000000,0,3,2.0,1,{2},"{0,0}",,10.7898538843913,106.65138245120501,"(106.593648908482,10.686920470067)",35521983.53025421,,125.0,Ads_02_12831827,1584032400,1573985113,2020-02-18 05:28:02.870829,7.4,3.6,0101000020E61000003F9973B139A85A4013C49C1C1B512540,1,,1,0,False,2.0,902931042.0,087ac49bfee24553d6a991d49ff9cfa7,1,,0,Huyện Bình Chánh
